方名,text
虎骨药酒,"虎骨,当归,五加皮,青皮,川芎,白芍,红花,草乌,红糖,萆薢,牛膝,羌活,苍术,独活,白芷,紫草,橘皮,补骨脂,红曲,淫羊蕾,地黄,乌药,防风,牡丹皮,木瓜,枸杞子,川乌,萎蕤,蜂蜜,乳香,肉桂,檀香,砂仁,鹿茸,续断,没药,木香,紫豆蔻,蕲蛇,麝香,油松节,丁香,佛手,人参,生杜仲"
虎骨酒,"虎骨,淫羊藿,薏苡仁,牛膝,地黄,当归,羌活,乌药,五加皮,苍术,防风,青皮,独活,牡丹皮,川芎,白芷,木瓜,白芍,紫草,枸杞子,红花,补骨脂,川乌,草乌,橘皮,萎蕤,红糖,红曲,蜂蜜,乳香,没药,油松节,肉桂,木香,丁香,檀香,紫豆蔻,佛手,砂仁,蕲蛇,人参,鹿茸,麝香,杜仲,续断"
虎骨酒2,"虎骨,天雄,生姜,盐,附子,生姜,盐,肉苁蓉,牛膝,萆薢,肉桂,酸枣仁,茯神,黄芪,远志,金钗石斛"
虎骨膏,"虎骨,赤芍,白芨,川芎,羌活,桂枝,生杜仲,地黄,生川乌,白蔹,穿山甲,独活,麻黄,透骨草,当归,草乌,红花,大黄,防风,甘草"
金不换神化膏,"生军,栀子,柴胡,地黄,威灵仙,薄荷,白芍,木通,乌药,泽泻,当归,桑皮叶,枳壳,首乌,陈皮,香附,青皮,白芷,知母,杜仲,黄柏,甘草,细辛,金银花,黄芩,蒺藜,杏仁,川连,桃仁,玄参,白术,防风,猪苓,僵蚕,桔梗,麻,鲜皮,麻黄,山药,远志,牛膝,藁本,高良姜,贝母,续断,全蝎,坤草,文蛤,独活,天麻,柳枝,穿山甲,苍术,荆芥,苦参,芫花,蜈蚣,大风子,苍耳子,头尖,茵陈,五加皮,槐枝,榆枝,秦艽"
金不换膏,"川芎,草乌,香附,红花,橘皮,续断,麻黄,桑枝,细辛,防风,羌活,五加皮,山药,白芷,清风藤,远志,桃仁,白蔹,何首乌,天麻,地黄,当归,生杜仲,桃枝,威灵仙,连翘,穿山甲,乌药,苍术,赤芍,独活,槐枝,荆芥,蜈蚣,榆枝,僵蚕,苦参,金银花,柳枝,大风子,大黄,生川乌"
金不换膏2,"当归,秦艽,苍术,白芷,生杜仲,羌活,生川乌,干姜,高良姜,荆芥,防风,草乌,川芎,玄参,地黄,甘草,麻黄,穿山甲"
金牛排石汤,"金草,飞滑石,海金沙,牛膝,红花"
金钗煎,"当归,川芍,石斛,附子,糯米,降真香,地黄,秦艽,贝母,羌活,桂心,粉草,干姜,北细辛,牡丹皮,大豆卷,茴香,枳壳,延胡索,白芷,人参,木香,石膏,沉香,黄芩,川椒,交加"
金疮蜜药方,"香油,黄蜡,白蜡"
金铃子散,金铃子
金黄散,"延胡,蒲黄,地黄,川芎,乌药,五灵脂,赤芍,枳壳,牡丹皮,香附,甘草,陈皮"
金樱子煎,金樱子
金樱煎,金樱子
青皮汤,"青皮,防风,当归,甘草"
青娥丸,"胡桃,破故纸,杜仲,姜汁浸"
青蛾丸,"破故纸,胡桃瓤"
鱼腥苇茎汤,"鱼腥草,冬瓜仁,薏苡仁,桃仁,金银花,桔梗,黄芩,红藤,甘草"
临汝药酒,"当归,草乌,丁香"
保安炙甘草方,"粉草,慢火炙"
保和防毒饮,"紫草,桔梗,川芎,山楂,木通,人参,红花,地黄,甘草,糯米,灯心"
保坤丹,"益母草,川芎,香附"
三棱化瘿丸,"三棱,当归,丹参,青皮,穿山甲,生牡蛎,昆布,海浮石"
冠心Ⅱ号,"丹参,川芎,红花,降香"
冠心通络丸,"丹参,杏仁,茯苓,茜草,地龙,薤白,半夏,山楂炭,五灵脂,生蒲黄,陈皮,建菖蒲,远志肉,琥珀,甘草"
前列腺汤,"丹参,泽兰,赤芍,桃仁,红花,乳香,没药,王不留行,青皮,川楝子,茴香,白芷,败酱草,蒲公英"
变通血府通瘀汤,"当归,川芎,桂心,桃仁,红花,牛膝,枳壳,柴胡,桔梗,栝楼,薤白"
复元活血汤,"柴胡,当归,红花,甘草,穿山甲,大黄,桃仁"
复元通气散,"青皮,甘草,穿山甲,栝楼根"
复方丹参片,"丹参,冰片,三七"
复方左金丸,"川连,半夏,赤芍,白芍,大黄,木香,瓦楞,失笑散"
复方消肿通络汤,"金银花,赤小豆,当归,防己,鸡血藤,赤芍,牛膝,车前子,活血止痛散／瓶,云南白药瓶"
复方黄杨片,"黄杨木,木香,丹参,细辛,射干,栝楼皮,茵陈"
复肝丸,"龙胆草,鸡血藤,红花,当归,炼蜜"
复春丸,"萆薢,杜仲,胡芦巴,木通,骨碎补,虎骨,乳香,槟榔,没药,木香,甜瓜子,牛膝,酒浸,巴戟,桃仁,附子"
一笔消,"大黄,明矾,蟾酥,麝香,乳香,没药"
威灵仙丸,"威灵仙,天麻,巴戟,肉苁蓉,何首乌,石斛,海桐皮"
宫外孕Ⅰ号方,"赤芍,桃仁"
宫外孕Ⅱ号方,"赤芍,桃仁,三棱,莪术"
急救回阳汤,"党参,干姜,白术,甘草,桃仁,红花"
枸杞丸,"枸杞,茴香,候枸杞微黄,地黄,茯苓,白术,菊花"
枸杞丸2,"苁蓉,枸杞,川椒,甘菊"
下乳涌泉散,"当归,王不留行,川芎"
洗手荣筋方,"桂枝,没药,乳香,木瓜,秦艽,丝瓜,甲珠,天仙藤"
洗药方,"红花,当归,防风,桂枝,菊花,金银花,草梢"
活血酒,活血散
活心丸,"人参,牛黄,熊胆,珍珠,灵芝,红花,附子,蟾酥,麝香,冰片,等"
活血丸,"土鳖虫,红花,乳香,没药,牛膝,白芷,儿茶,骨碎补,杜仲,续断,赤木,当归,地黄,川芎,自然铜,桃仁,大黄,马前子,朱砂,冰片,蜜糖"
活血丹,"地黄,白芍,续断,白术,川芎"
活血化痰汤,"当归,川芎,白芍,地黄,陈皮,半夏,茯苓,甘草"
活血化痰汤2,"白术,白芍,牡丹皮,贝母,麦冬,枸杞子,黄芩,甘草,青皮,桃仁,山栀,桔梗"
活血止疼汤,"当归,地黄,知母,黄柏,软蒺藜,香附,红花,夏枯草,黄连,甘草,三七"
活血止痛汤,"当归,马蹄草,川芎,红花,乳香,没药,三七,炒赤芍,陈皮,土鳖虫,紫荆皮"
活血止痛饮,"当归,陈皮,防风,枳实,甘草,川芎,加皮,乳香,没药"
活血止痛洗药,"川羌,乳香,三七,当归,续断,没药,牛膝,红花,马前子,血竭,防己,防风,透骨草,白芷,甘草,葱,盐,烧酒"
活血止痛散,"当归,独活,荆芥,川芎,桃仁,木通,乌药,续断,陈皮,五加皮,红花,防风,苏木,乳香,没药,甘草"
活血止痛散2,"土鳖虫,乳香,自然铜,三七"
活血止痛散3,"乳香,赤芍,白芷,川芎,当归,地黄,牡丹皮,甘草"
活血止痛膏,"辣椒,干羌,生川乌,独活,甘松,樟脑,冰片,丁香"
活血风寒膏,"肉桂,血竭,乳香,没药,丁香,樟脑,儿茶,川乌,草乌,附子,当归,川芎,桃仁,赤芍,杜仲,补骨脂,续断,菟丝子,威灵仙,白蔹,细辛,远志,陈皮,香附,白术,穿山甲,木香,枳壳,青皮,青风藤,大风子,僵蚕,天麻,蛇床子,茴香,川楝子,乌药,甘草,牛膝,羌活,黄柏,广丹,麻油"
活血壮筋丹,"制川乌,地龙,桂枝,菖参,全蝎,土鳖,乳香,没药,血竭"
活血汤,"当归,红花,泽兰,益母草,丹参,白芍,柴胡,香附,陈皮,牛膝,甘草"
活血住痛散,"白芷,小茴,甘草,当归,川芎,独活,羌活,木瓜,肉桂,淮乌,草乌,麝香"
活血应痛丸,"狗脊,附子,陈皮,没药,威灵仙,草乌"
活血补气汤,"当归,白芍,黄芪,防风,白芷,二花,黄芩,菊花,甘草"
活血养肝汤,"知母肉,川芎,玉竹,黄连,夏枯草,菊花,香附,木贼,石斛,甘草,三七"
活血洒,"乳香,血竭,贝母,羌活,木香,厚朴,川乌,草乌,白芨,麝香,紫荆皮,香附,茴香,甲珠,自然铜,木瓜,肉桂,当归,独活,续断,虎骨,川芎"
活血祛风汤,"当归,桃仁,红花,荆芥,蝉蜕,白蒺藜,甘草"
活血祛瘀汤,"丹参,赤芍,鸡血藤,桃仁,玄胡,郁金,三七,香附,枳壳,木香,甘草"
活血除风汤,"当归,赤芍,地黄,茺蔚子,羌活,金银花,木贼,僵蚕,黄连,枳椇子,甘草,薄菏"
活血顺气何首乌散,"何首乌,赤芍,白芷,乌药,枳壳,防风,甘草,川芎,陈皮,香附,紫苏,羌活,独活,肉桂"
活血润肠丸,"全归,地黄,枳壳,麻仁"
活血润燥丸,"当归,大黄,羌活,皂角仁,桃仁,麻仁"
活血润燥生津汤,"当归,白芍,地黄,桃仁"
活血润燥生津饮,天冬
活血破瘀汤,"玄参,枯草,香附,当归,川芎,黄连,蒺藜,白芍,谷精草,木贼,甘草,三七"
活血调气汤,"荆芥,防风,赤芍,陈皮,甘草,川贝,金银花,白芷,当归"
活血逐瘀汤,"丹参,僵蚕,三棱,莪术,白芥子,厚朴,橘红,土贝母,沉香"
活血通经止痛散,"三棱,莪术,黄柏,黄连,青皮,赤芍,紫苏,香附,柴胡,乳香,红花,苏木,菖蒲,千里马"
活血通经汤,"赤芍,葛根,人参,当归,甘草,黄柏,桂枝"
活血散,苦葶苈
活血散2,白芍
活血散3,"乳香,血竭,贝母,羌活,木香,厚朴,川乌,草乌,白芷,麝香,紫荆皮,香附,炒小茴,甲珠,自然铜,独活,续断,虎骨,川芎,木瓜,上安桂,当归"
活血散瘀汤,"当归,赤芍,桃仁,防风,延胡索,黄芩,半夏,陈皮,川芎"
活血散瘀汤2,"苏木,红花,桃仁,鬼箭羽,三棱线,莪术,木香,陈皮"
活血散瘀汤3,"川芎,赤芍,苏木,牡丹皮,枳壳,瓜蒌,桃仁,槟榔,大黄"
活血散瘀汤4,"川芎,防风,赤芍,苏木,连翘,天花粉,皂角针,红花,黄芩,枳壳,大黄"
活血散瘿汤,"白芍,陈皮,川芎,半夏,地黄,人参,茯苓,牡丹皮,红花,昆布,木香,甘草,青皮,肉桂"
活血舒筋止痛洗药,"当归,牡丹皮,乳香,夏枯草,没药,木香,红花"
活血舒筋汤,"当归,赤芍,片姜黄,伸筋草,松节,海桐皮,马蹄草,路路通,羌活,防风,续断,甘草"
活血解毒丸,"乳香,菖蒲膏,蜈蚣,雄黄,黄米"
活血解毒汤,"葶苈子,大黄,黄柏,灵脂,当归,地骨皮,赤芍,金银花,石膏,防风,大贝,龙胆草,白芷,牛膝,甘草"
活血解毒汤2,"防风,荆芥,地黄,赤芍,当归,连翘,牛蒡子,黄连,紫草,甘草,苍术,薄荷,川芎,木通"
活血解毒透肌汤,"黄芩,川芎,防风,荆芥,红花,山楂,连翘,牛蒡子"
活血解热汤,"当归,苦参,京赤芍,黄连,炒栀仁,荆芥,防风,薄荷,石菖蒲,明雄,甘草"
活血膏,"轻粉,乳香,没药,儿茶,血竭,黄丹,蜂蜡,头发,蛇蜕,香油,麝香,冰片"
活命饮,"当归,皂角刺,沉香,石决明,羌活,穿山甲,连翘,威灵仙,花粉,乳香,没药,金银花,白芷,甘草,防风,苏木"
活络丹,"祁蛇肉,苓块,草蔻,白蔻,羌活,毛姜,首乌,酒军,灵仙,乌蛇肉,玄参,地龙,细辛,乌药,天麻,青皮,黄连,乳香,没药,附子,蝎子,黄芩,赤芍,麻黄,当归,元桂,葛根,酒地,僵蚕,附子,甘草,桂枝,杜仲,川芎,白芷,防风,龟版,藿香,白术,木香,血竭,天竺黄,丁香,油松节,牛膝,梅片,麝香,水牛角,丽参,朱砂,盔沉香,牛黄,安息香"
活络丹2,"穿山甲,细辛,藁本,僵蚕,石膏,藿香,木鳖子,骨碎补,荆芥,天麻,天南星,干蝎,大赭石,羊踯躅半,麻黄半,草乌,冬,秋"
活络油膏,"红花,白芷,当归,附子,钩藤,紫草,栀子,黄药子,甘草,刘寄奴,牡丹皮,梅片,地黄,乳香,露蜂房,大黄,白药子"
活络效灵丹,"当归,乳香,没药"
活络膏,"穿山甲,防风,当归,羌活,独活,白芷,黄连,枳壳,肉桂,猪牙皂,木鳖子,全蝎,细辛,黄柏,桃仁,川芎,诃子,天南星,青皮,杜仲,三棱,莪术,川乌,川附片,厚朴,香附,地龙,大黄,槟榔,续断,骨碎补,蜈蚣条,马子,蛇蜕,木香,乌蛇肉,威灵仙,天麻,刘寄奴,红花,首乌藤,海风藤,土鳖虫"
活瘀止痛洗药,"当归,牡丹皮,防风,红花,木香"
活瘀四物汤,"地黄,当归,川芎,苏木,血竭,刘寄奴,枳壳"
活瘀理气汤,"桃仁,莪术半"
济阴丹,"三棱,苍术,半夏,枳壳,大艾半,刘寄奴,附子,败姜,川乌,当归,蒲黄,地黄,地黄,橘皮,白芍,延胡索,五灵脂,白术,牡丹皮,桂,赤芍,片子姜黄,青皮,川芎"
千金内托散,"黄芪,当归,川芎,防风,桔梗,白芷,厚朴,薄荷,甘草"
千金封脐膏,"天冬,地黄,木鳖子,附子,蛇床子,麦冬,紫梢花,杏仁,远志,牛膝,肉苁蓉,肉桂,肉豆蔻,菟丝子,虎骨,鹿茸"
独活寄生汤,"独活半,杜仲,北细辛,白芍,桂心,芎,防风,甘草,人参,地黄,当归"
珍珠丸,"麝香,牛黄,水牛角,珍珠,红花,紫檀香,白檀香,海金砂,白云香,沉香,石膏,丁香,诃子,栀子,川楝子,肉桂,草果仁,白苣胜"
疮毒化毒散,"乳香,赤芍,花粉,大黄,元连,甘草,绿豆,白芷,贝母,冰片,雄黄"
祛风牵正汤,"当归,赤芍,羌活,荆芥,附子,全虫,僵蚕,白芷,薄荷,菊花,甘草"
神仙不老丸,"人参,去芦头,牛膝,去苗,半夏,巴戟,当归,杜仲,肉桂,半,地黄,浸令浃,色黑味甘为度,酒浸宿,滤出,菟丝子,极坚硬者佳,大而轻者非,用新布撮起,以酒浸宿,滤出,将温汤淋去酒,柏子仁,去壳取仁,细研,石菖蒲,去毛,枸杞子,用酒浸宿,地骨皮,入手轻者佳,重者非,略去浮皮"
神仙五子丸,"覆盆子,枸杞子,蛇床子,菟丝子,山药,地黄,巴戟,茯苓,续断,苁蓉,牛膝,肉桂,槟榔,附子,木香,沉香,乳香,没药,破故纸,木鳖子,萆薢,茴香,枳实"
卫生汤,"白芷,花粉,荆芥,甘草,蒡子,防风,乳香,没药,金银花,贝母,当归"
神仙巨胜子丸,"地黄,何首乌,巨胜子,人参,肉苁蓉,牛膝,菟丝子,天冬,破故纸,巴戟,山药,五味子,楮实,覆盆子,鹿茸,柏子仁,酸枣仁,茯苓,西枸杞,核桃枚,另研烂后"
神仙金不换膏,"僵蚕,独活,附子,防风,草乌,何首乌,白鲜皮,秦艽皮,穿山甲,半夏,生川乌,青风藤,马子,桃仁,虎骨,天麻,当归,高良姜,威灵仙,生姜,韭菜具,生蒜具,葱"
神仙青娥丸,"肉苁蓉,萆薢,川椒,山茱萸,茴香,春夏日,秋冬日,滤出,川楝子,破故纸,胡芦巴,茯苓,附子,炮"
神应膏,"清油,柳枝,槐枝,木鳖子仁,当归,黄丹,乳香,没药"
神效千捶膏,"土木鳖,自然铜,乳香,没药,蓖麻子,巴豆肉,杏仁"
神效活络丹,"虎骨,防风,半夏,羌活,川芎,全蝎,广红,苍术,川贝,附子,独活,桂枝,当归,乌药,香附,茯神,石菖蒲,麻黄,牛黄,沉香,附子,钩藤,白芷,牛膝,天麻,麝香,冰片,苏合油,僵蚕"
神效酒煎散,"人参,当归,甘草"
神授卫生汤,"羌活,白芷,穿山甲,沉香,红花,连翘,石决明,金银花,皂角刺,当归,甘草,花粉,乳香,大黄"
神授卫生汤2,"白芷,天花粉,连翘,牛蒡子,荆芥,甘草,防风,金银花,当归,川贝,乳香,没药"
神授散,"红花,当归,儿茶,雄黄,白芷,肉桂,乳香,朱砂,大黄,血竭,梅片,麝香"
结乳膏,香油
胃风汤,"白术,人参,白芍,当归,肉桂,茯苓"
胃药号,"延胡索,香附,丹参,枯矾,海螵蛸,乌药"
胜金丹,"血竭,没药,地龙,自然铜,无名异,木鳖子"
胜金散,"红花,青皮,朱砂,赤芍,川芎,连翘,地丁,豨莶草,白芷,乳香,没药,当归,三七,双花,续断,蒲公英,血竭"
大丹,朱砂
茴香酒,"茴香,丁香,樟脑,红花,白酒"
茺蔚老姜汤,"茺蔚子,红糖"
荆防四物汤,"荆芥,地黄,当归,白芍,川芎"
大圣保命丹,"附子,川乌,附子,白蒺藜,僵蚕,去丝,五灵脂,没药,白矾,麝香净肉,细香墨,朱砂,金箔箔"
荣芝丸,"鹿角,麝香,沉香,白术,当归,地黄,苁蓉,牛膝,菟丝子,萆薢,川芎,五味子"
荨麻疹汤,"地黄,白茅根,赤芍,金银花,连翘,当归,山栀,苍耳子,薏苡仁,谷芽,麦芽,白鲜皮"
轻身一号,"黄芪,白术,川芎,制首乌,泽泻,生山楂,丹参,茵陈,水牛角,淫羊藿,大黄"
追风膏,"牛膝,麻黄,当归,草乌,高良姜,独活,肉桂,赤芍,海风藤,红花,威灵仙,大戟,天麻,羌活,穿山甲,细辛,乌药,蛇退,苏木,蜈蚣,地黄,地黄,生川乌,续断,白芷,五加皮"
追毒信效丸,"明信砒,绿豆粉"
重剂排石汤,"三棱,穿山甲,皂角刺,桃仁,赤芍,乳香,没药,牛膝,青皮,白芷,薏苡仁,枳壳,厚朴,金草,车前子"
重型消黄汤,"茵陈,知母,藿香,佩兰,白茅根,杏仁,赤芍,牡丹皮,泽兰,龙胆草,六一散"
大防风汤,"防风,杜仲,当归,地黄,白芍,黄芪,羌活,牛膝,甘草,人参,附子,半,川芎"
痛四号方,黄芪
香壳散,"香附,青皮,陈皮,乌药,赤芍,蓬术,当归,红花,甘草,甘草"
香附丸,"白人参半,地黄,川芎,酒芍,贡术半,橘红,元胡,坤草半,黄芩,砂仁,阿胶,艾炭半,香附,茯苓,枣仁,炙草,天冬,山萸,地黄"
骨灵,"白毛草,比茎藤,五月红,臭梧桐,鸡血藤,乌麻根,苏木子,三白草,白鱼鲄,白木槿"
骨刺丸,"制川乌,细辛,白芷,当归,萆薢,红花"
骨科外洗一方,"宽筋藤,金银花,王不留行,刘寄奴,防风,大黄,荆芥"
骨科外洗二万,"桂枝,防风,五加皮,细辛,荆芥,乳香,没药"
健步虎潜丸,"黄芪,当归,枸杞子,龟版,牛膝,白术,白芍,地黄,地黄,虎骨,杜仲,人参,破故纸,麦冬,茯神,木瓜,石菖蒲,酸枣仁,远志,薏苡仁,羌活,独活,防风,黄柏,五味子,沉香,附子,裹煨,又将童便浸"
健步虎潜丸2,"龟胶,虎骨,何首乌,牛膝,杜仲,锁阳,威灵仙,当归,黄柏,晒干,人参,羌活,白芍,白术,地黄,附子,生姜,同煮日,令极熟,盐,煮毕取出剥皮,又换净水,黄连,甘草,同煮长香炷,取出晒干"
凉血五花汤,"红花,凌霄花,玫瑰花,菊花"
凉血五根汤,"白茅根,茜草根,紫草,板蓝根"
凉血活血汤,"槐花,紫草,赤芍,白茅根,地黄,丹参,鸡血藤"
夏枯草汤,夏枯草
展筋丹,"人参,璨珀,当归,冰片,乳香,没药,三七,血竭,麝香,牛黄"
损伤药酒,"红花,乌药,茯苓,地黄,五加皮,杜仲,牛膝,远志,麦冬,秦艽,牡丹皮,松节,泽泻,延胡索,当归,枸杞子,虎骨,桃仁,阿胶,续断,补骨脂,枳壳,桂枝,香附"
换骨酒,"茯苓,虎骨,甘草,槟榔,郁李仁,附子,何首乌,防风,瓜蒌,牛蒡子根,牛膝,菊花,杜仲,黄芪,附子,益智仁,石菖蒲,天麻,山茱萸,牡蛎,牡丹皮,枸杞子,蛇床子,肉苁蓉,羌活,鼠粘子,狗脊,天雄,干姜,苍耳子,菟丝子,紫菀,白术,桔梗,白花蛇"
桂枝赤芍知母汤,"桂枝,甘草,麻黄,生姜,白术,知母,防风,附子"
桂枝茯苓丸,"桂枝,茯苓,牡丹,桃仁"
大神效活络丹,"白花蛇,乌梢蛇,麻黄,细辛,全蝎,头尖,赤芍,贯芎,防风,葛根半,没药,血竭,朱砂,乌犀屑,地龙,丁香,僵蚕,乳香,麝香,片脑半,肉桂,草豆蔻,羌活,虎骨,玄参,牛黄,威灵仙半,天麻,藿香,天竺黄,败龟版,人参,何首乌,白芷,乌药,安息香,青皮,附子,香附,白豆蔻,骨碎补,黄连,茯苓,黄芩,白术,地黄,松香脂,大黄,当归,木香,沉香,金箔"
丁公藤风湿药酒,"丁公藤,麻黄,羌活,当归,川芎,白芷,补骨脂,乳香,猪牙皂,陈皮,苍术,厚朴,香附,木香,枳壳,白术,山药,黄精,菟丝子,茴香,杏仁,泽泻,五灵脂,蚕砂"
桃仁粥,桃仁
桃红消瘀汤,"丹参,当归,桃仁,红花,乳香,蕺菜"
桃花散,"寒水石,虎骨,乌鱼骨,白蔹,白石脂,赤石脂,黄丹,白芨"
消化膏,"炮姜,白芥子,天南星,半夏,麻黄,附子,肉桂,大戟,红娘虫,芝麻油"
消炎止痛汤,"白芍,当归,元胡,盐,盐,川楝子,香附,青皮,陈皮,茴香,艾叶"
消炎退翳丸,"蒺藜,蒲公英,柴胡,黄芩,草决明,木贼草,夜明砂,望月砂,香附,赤芍,当归,红花,桃仁,玄参,枳壳,穿山甲,川芎,栀仁,蛇蜕"
消肿化瘀散,"当归,赤芍,地黄,延胡索,血竭,乳香,红花,大黄,姜黄,鳖甲,茄瓜根,红曲,赤小豆"
消肿定痛散,"金果榄,乳香,没药,梅花片"
消肿活瘀膏,"鸡血藤,穿山甲,第一仙丹,金果榄"
消肿漱口方,"生蒲黄,当归,没药,盐"
消痈汤,"金银花,蒲公英,赤芍,花粉,白芷,川贝,陈皮,蚤休,龙葵,地黄"
消积通经丸,"香附,当归,南芎,赤芍,地黄,桃仁,红花,三棱,莪术,干漆"
消散片,"当归,川芎,细辛,雄黄,羌活,防风,苍术,甘草,天南星,蚯蚓,生川乌,荆芥"
消溃散,"龟版,没药,黄连,冰片,麝香,红粉底"
消癌片,"红丹,山药,白芨,三七,牛黄,黄连,黄芩,黄柏,陈皮,贝母,郁金蕲蛇,水牛角,桑椹,金银花,黄芪,甘草"
润肠丸,"麻子仁,枳实,赤芍,当归,大黄"
润肤丸,"桃仁,地黄,独活,防风,防己,牡丹皮,川芎,全归,羌活,地黄,白鲜皮"
益气活血散瘀汤,"黄芪,党参,白术,鸡血藤,鬼箭羽,红花,桃仁,川楝子,金银花,丝瓜"
破血汤,"刘寄奴,红花,地黄,赤芍,菊花,苏木,牡丹皮,桔梗,甘草"
秘传六和丸,"地黄,菟丝子,茯苓,山药,胡桃颗"
胭脂涂法,麻
荷叶丸,"荷叶,莲藕,大小蓟,知母,黄芩,地黄,棕榈炭,栀子,香墨,白茅根,玄参,白芍,当归"
诸痔脱管丸,"蜂房,血竭,制象牙,僵蚕,木香,蝉退,火消,乳香,没药"
调元化毒汤,"黄芪,牛蒡子,人参,白芍,连翘,木通,黄芩,黄连,防风,荆芥,桔梗,前胡,蝉蜕,红花,紫草,地黄,山楂肉,甘草"
调化丸,"黄芪,当归,牛蒡,连翘,黄芩,川连,防风,荆芥,桔梗,木通,前胡,紫草,红花,地黄,人中黄,蝉退,楂肉,牡丹皮"
调气四物汤,"当归,地黄,川芎,陈皮,香附,五味子"
调气汤,"代赭石,牛膝,丹参,瓜蒌,郁金,白芍,柴胡,陈皮,枳壳,苏梗,桔梗,木香"
调肝舒筋软坚丸,"地黄,香附,青皮,川郁金,元胡,没药,海藻,夏枯草,薄荷,菊花"
调经回春膏,"当归,肉桂,厚朴,全蝎,白芷,玄胡,防风,蓖麻子,杏仁,花粉,白芍,黄柏,玄参,草乌,乌药,川芎,丹参,丝瓜络,细辛,独活,羌活,枳实,穿山甲,桃仁,三棱,莪术,红花,牛膝,黄连,猪牙皂,槟榔,大黄,川乌,木香,香附,益母草,地黄,上药酌于碎断,香油,过滤去滓,炼滴水成珠,春用黄丹,秋用黄丹,搅匀成膏,取出放入冷水中,出火毒后,加热熔化,兑细料粉,丁香,干姜,阿魏,乳香,没药,血竭,肉桂,冰片,麝香"
调营养卫汤,"当归,续断,牛膝,杜仲,羌活,防风,红花,黄芪,白术"
逍遥散,"当归,甘草,柴胡,牡丹皮,茯苓,山栀,白菊,白芍,杞子,石菖蒲"
透经丸,"天麻,附子,牛膝,木鳖子,当归,羌活,地龙,乳香,朱砂,没药"
逐血破瘀汤,"水蛭,地龙,虫,黑丑,路路通,透骨草,红花,人参,紫草"
逐瘀止血汤,"地黄,赤芍,牡丹皮,当归,枳壳,龟版,桃仁"
通经止痛汤,"丹参,柴胡,当归,川芎,鸡血藤,玄胡,乌药,香附,青皮,陈皮,苏梗,桔梗,甘草"
通经甘露丸,"当归,枳壳,陈皮,灵脂,砂仁,地黄,地黄,玄胡,熟军,赤芍,青皮,香附,炮姜,桂心,三棱,茯苓,甘草,红花"
通经甘露丸2,"当归,大黄,牡丹皮,干漆,肉桂,牛膝,三棱,莪术,红花"
通经逐瘀汤,"桃仁,赤芍,穿山甲,皂角刺,连翘,地龙,柴胡,麝香厘"
通经妙灵丸,"黄连,黄柏,肉桂,南芎,当归,白芍,汉防己,白芷,桃仁,威灵仙,羌活,龙胆草,红花,防风,龟版,杜仲"
通经逐瘀汤2,"刺猬皮,地龙,皂角刺,赤芍,桃仁,连翘,金银花"
通经散,"陈皮,当归,川芎,红花,桃仁"
通神三灵丸,"柏叶,次日取出,近日阴处阴干,菊花,晒干,松脂,以桑柴灰内煮半日以上候化,取出,绞取净汁,入新水内候凝"
通络活血方,"当归,桃仁,红花,香附,青皮,王不留行,茜草,泽兰,牛膝"
通络排石场,"金草,火消,桃胶,白芍,腊瓜,当归,郁金,鸡内金"
通窍明目汤,"当归,红花,丽参,黄芪,白术,菖蒲,茯神,川芎,细辛,甘草"
通窍活血汤,"赤芍,桃仁,红花,葱,鲜姜,红枣,麝香厘"
通塞脉片,牛膝
大黄汤,"大黄,败蒲握,桃仁,甘草"
铁埽丸,"附子,草乌,木香,桃仁,川厚朴,陈皮,青皮,乳香,没药,原麝香"
铁弹丸,"乳香,川乌,半,麝香,五灵脂,淘去沙石"
乾坤一气膏,"当归,赤芍,白芍,白芷,地黄,地黄,穿山甲,木鳖肉,巴豆仁,蓖麻仁,三棱,蓬术,五灵脂,续断,肉桂,玄参,乳香,没药,麝香,真阿魏"
排脓内补散,人参
排脓内消散,"何首乌,川芎,地黄,续断,茯苓,赤芍,白芷,半夏,藿香叶,紫草,甘草"
排脓解毒汤,当归
接骨六一散,五加皮
接骨秘方,"乳香,血竭,猴姜,硼砂,熟军,自然铜,当归,土鳖虫,以开元代之"
接骨散,"硼砂半,当归"
接骨膏,"五加皮,没药,土鳖,骨碎补,白芨"
救产丸,"香附,益母草,泽兰,川芎,桃仁,牛膝,当归,延胡索,甘草,大黄,红花,苏木,黑豆"
救死活命丹,"自然铜,朱砂,孩儿牙齿,鸡子,刺鸡子内,加古屋朝东壁泥块,桑枝,金不拘多少,水碗,同鸡子放锅内煮熟"
大黄虫丸,"大黄,甘草,桃仁,杏仁,赤芍,地黄,干漆,虻虫,水蛭,蛴螬,虫半"
救苦膏,"大黄,牙皂,蓖麻子,全蝎,枳壳,地黄,桃仁,白芷,草乌,五倍子,莪术,羌活,麻黄,肉桂,大戟,香附,厚朴,穿山甲,蛇蜕,当归,甘遂,木鳖子,川乌,三棱,巴豆,黄柏,芫花,杏仁,防风,独活,槟榔,细辛,玄参,黄连,蜈蚣条"
救苦膏2,"川乌,白芷,牛膝,当归,黄丹,贝母,磈润,白蔹,白芨,没药,乳香,将药放在叶上,杏仁,沥青,香油,白胶香,于火上熬数沸"
