方名,text
满店香,"丁香,藿叶,零零,甘松,白芷,梢,香附,当归,桂,益智,槟榔,白蔻,麝"
山楂粥,"山楂,粳米O,沙糖"
魁蛤丸,"香附,桃仁,瓦楞子,大黄,牡丹皮,当归,川芎,红花"
蒲黄散,"蒲黄,川大,黄,琥珀,熟地,赤芍,桂心"
蒺藜散,"白蒺藜,泽兰,姜黄,卜子,楂肉,茜草,土贝母"
川归汤,"当归,川芎,熟地,白芍,延胡索,红花,香附,青皮,泽兰,牡丹皮,桃仁"
蓟菀汤,"小蓟,紫菀,牡丹皮,桃仁,滑石,贝母,桑皮,枳壳,甘草,栀子,白芍"
趁痛散,"牛膝,当归,桂,白术,黄芪,独活,生姜,薤白,甘草"
,"虻虫,水蛭"
葶苈丸,"甜葶苈,干笋"
干地黄丸,"熟地,当归,干姜,甘草,麦门冬,黄芩,厚朴,干漆,枳实,防风,大黄,细辛,白术,茯苓,前胡,人参,虻虫,虫"
舒筋活血定痛散,"当归,没药,川芎,甘草,红花,血竭,乳香,赤芍,大黄"
舒筋活血洗剂,"伸筋草,透骨草,桑寄生,骨碎补,牛膝,当归,红花,秦艽,五加皮,木瓜"
蒲黄汤,"蒲黄,大黄,黄芩,甘草,麦门冬,芒硝,黄连"
黑末子,"雄鸡毛,桑炭,老松节,嫩松心,侧柏叶,木鳖子,木香,五灵脂,降香,乳香,没药,枫香,百草霜"
黑牛续地饮,"黑豆,牛膝,续断,生地,当归,玄胡,牡丹皮,赤芍"
黑香四神散,"香附,陈皮,乌药,甘草,生姜"
黑神散,"熟地,蒲黄"
黑虎膏,"槐条茎,柳条茎,巴豆,小油,黄丹"
跌打丸,"香附,防风,威灵仙,当归"
跌仆损伤急救散,"当归,红花,陈麻皮,土鳖虫,骨碎补,大黄,胎儿骨,血竭,朱砂,雄黄,麝香"
跌打损伤酒,"柴胡,黄芩,五灵脂,桃仁,当归,赤芍,川芎,红花,苏木,续断,骨碎补,三棱,伏水支,莪术"
豁胁汤,"芍药,延胡索,肉桂,牡丹皮,香附"
膈下逐瘀汤,"灵脂,牡丹皮,赤芍,乌药,延胡索,甘草,香附,红花,枳壳"
增损补中益气汤,"人参,当归,白术,云苓,川芎,白芍,菔子,沉香"
干漆丸,"当归,红花,干漆,大黄,桃仁"
干藕节散,干藕节
麝香苏合香丸,"白术,木香,乌犀屑,香附,诃黎勒,檀香,安息香,沉香,麝香,丁香,荜拨,苏合香油,熏陆香"
露珠丸,"白术,白豆蔻,吴茱萸,赤石脂,干姜,附子,硫黄,人参,钟乳,胡粉"
麒麟血散,"麒麟血,败蒲,牡丹,蒲黄,当归,桂心,川芎,赤芍,没药,骨碎补"
麒麟竭丸,"血竭,没药,硇砂,干漆,砒霜,伏龙肝,虻虫,水蛭"
镇宫丸,"代赭石,川芎,鹿茸,茯神,阿胶,蒲黄"
瘠肥丸,"川芎,当归,肉桂,沉香,红花,延胡索,香附,莪术,赤芍,青皮"
薏苡仁汤,"薏苡仁,瓜蒌仁,牡丹皮,桃仁"
乌丸子,"赤小豆,草乌,当归,川芎,百草霜,骨碎补"
乌头丸,"乌头,桂心"
乌鸡汤,"乌雌鸡只,大黄,细辛,人参,甘草,大枣"
乌金丸,"乳香,没药,当归,百草霜,巴豆"
乌金散,"鲤鱼鳞,乱发,槐蛾,桑蛾,虻虫,水蛭,大黄,硇砂,芫花,牛膝"
乌药汤,"当归,甘草,木香,乌药,香附"
乌梅煎,乌
五加皮酒,"五加皮,熟地,当归,制首乌,杖仲,续断,川芎,红花,油,松节,威灵仙,海风藤,秦艽,羌活,独活,虎骨,肉桂,甘草,红枣"
五汁安中饮,"牛乳,韭,姜,藕,梨"
五枝汤,"桑枝,槐,楮,柳,桃"
五黄散,"黄丹,黄连,黄芩,黄柏,大黄,乳香"
七宝散,"梅片,琥珀,大连珠,麝香,石膏,熊胆仁"
内府蟾酥丸,"蟾酥,血蝎,乳香,没药,胡连,轻粉,冰片,麝香,朱砂"
内消瘰疬丸,"夏枯草,玄参,青盐,海藻,海粉,贝母,天花粉,白蔹,连翘,桔梗,当归,大黄,薄荷,消石,甘草"
凤凰散,抱鸡蛋壳
化锭,"雄黄,枯矾,川椒,桃仁,蛇床子,五倍子,乌梅"
化毒散软膏,"化毒散,祛湿药膏"
七宝膏,"生姜,蒜头,槐枝,葱白,花椒,白凤仙,韭白"
七星散,"川乌,草乌,桂枝,当归,甘松,紫荆皮,细辛"
九圣散,"薄荷,紫苏,黄柏,苍术,防风,杏仁,甘草,青黛"
九华膏,"滑石,月石,龙骨,川贝,冰片,朱砂"
太乙神丹,"雄黄,文蛤,朱砂,麝香"
日月光明散,"熊胆,硇砂,琥珀,珍珠,玛瑙,冰片,麝香,轻粉,没药,玄明粉,胆矾,甘石面,硼砂"
木香丸,"木香,槟榔,枳实,枳壳,萝卜子,牵牛,白豆蔻,檀香,甘草"
平安散,"厚朴,甘草,川芎,当归,陈皮,前胡,腹皮,乌药,紫苏,桔梗,竹茹,紫菀,马兜铃,桑皮,五味子"
二丸,"苍术,荆芥,山药,蜂房,白蒺藜,马子,苦参"
四黄膏,"黄连,黄芩,大黄,黄柏,芙蓉叶,泽兰"
加味肾气丸,"附子,车前草,牡丹皮,熟地"
加味珠黄散,"珠粉,西黄,琥珀,西瓜霜"
四圣散,"松香,铜绿,章丹,枯矾"
外伤散,"大黄,扁柏,栀子,桃仁,泽兰,防风,薄荷,黄芩,骨碎补,当归,草乌,川乌,胆南星,制夏,麝香,千打捶,血见愁,透骨消,田基黄"
外治异功散,"螌蝥,血竭,乳香,麝香,全蝎,玄参,上梅片"
头号虚痰丸,"斑蝥末,穿山甲"
瓜子眼药,"炉甘石,梅片,硼砂,琥珀,珍珠"
夏散,"生夏,杏仁"
水眼药,"麝香,冰片,制甘石,煅月石,荸荠粉,海螵蛸,朱砂,黄连"
水调膏,"黄皮,白蔹,甘草"
牛黄上清丸,"黄连,大黄,连翘,黄芩,芥穗,栀子,桔梗,蔓荆子,白芷,薄荷,防风,石膏,黄柏,生草,川芎,旋覆花,菊花"
牙痛一丸,"蟾酥,朱砂,雄黄,甘草"
牙痛金鞭散,"麝香,冰片,雄黄,珍珠"
牙疳散,"血竭,人中白,儿茶,青黛,硼砂,青果炭,冰片"
加料神异透骨膏,"露蜂房,白胶香,虢丹,蛇蜕皮,葱茎,乳香,没药,玄参,黄芪"
牛黄消炎丸,"蟾酥,雄黄,珍珠母,青黛,天花粉,大黄"
仙传玉露丸,"大黄,黄芩,菊花,白蒺藜,蝉退,木通,桔梗,黄柏,薄荷,玄参,川芎,芒硝,甘草,泄叶"
车前子饮,车前草
白膏药,蓖麻子
白膏,"柳白皮,白蜡,黄丹,胡粉,油,商陆根"
白敬宇眼药,珍珠
石钟鸣,"西瓜霜,人中白,雄黄,朱砂,犀角,珍珠,冰片,麝香"
立马回疔丹,"金脚信,蟾酥,血竭,朱砂,轻粉,龙脑,麝香,没药"
白玉膏,"官粉,轻粉,樟脑,乳香,白蜡,冰片"
白玉散,"樟脑,轻粉,石膏,红粉,冰片"
白鱼膏,"鲫鱼,巴豆"
白降丹,"朱砂,雄黄,水银,硼砂,火消,食盐,白矾,皂矾"
冰硼散,"冰片,朱砂,玄明粉,硼砂"
冰片鸡蛋油,冰片
冰香散,"苦瓜霜,硼砂,朱砂,冰片,胆矾,雄黄,人中黄,麝香,僵蚕"
光明眼药水,"乌梅,铜绿,当归,甘石,苦参,胆矾,新针"
伤损神效散,"马子,枳壳"
华山碑记丸,杏仁
华山碑记丹,"三棱,灵脂,甘遂,葶苈,牙皂,青皮,神曲,乌梅,陈皮,枳壳,木香,豆豉,大黄,芫花,巴豆,大戟,石榴"
龙虎丹,"蝙蝠,冰片"
艾曲散,"艾,干姜,细辛,椒目,附子,桂"
立验丸,葶苈
玉树油,桉叶油等
玉钥匙,"西瓜霜,西月石,朱砂,僵蚕,冰片"
玉容膏,"黄芪,藿香,零陵香,白檀,瓜蒌,杏仁,龙脑,清油"
申药,"玄明粉,雄精"
归芍汤,"当归,白芍,柴胡,川朴,枳壳,槟榔,芒硝,牡丹皮,黄芩,川连,蒲公英,没药,阿胶,三仙各"
平险如意散,"赤小豆,大黄,芙蓉叶,文蛤,四季葱根,鼠粘子,燕子窝泥"
冰麝散,"黄柏,黄连,玄明粉,鹿角霜,甘草,明矾,硼砂,冰片,麝香"
玉龙膏,"瓜蒌大者,麻油,麝香,零香,藿香,杏仁"
甘草丸,"防己,甘草,葶苈"
白定眼药,"可铁刺,阿飞勇,李子树胶,白锡粉"
龙脑破毒散,"僵蚕,青黛,甘草,蒲黄,马勃,冰片,麝香,西瓜霜"
玉锁匙,"马牙消,硼砂,冰片,僵蚕,雄黄"
地丁饮,"地丁,菊花,银花,连翘,山栀,枝莲,蒲公英,草河车,甘草"
耳底八宝油,"桃仁,香油,蝈蝈,牛胆"
吹耳红棉散,"胭脂,枯矾,冰片"
红花,",红花,酒精"
红玉膏,"当归,红花,赤芍,白及,防风"
百消丸,"黑丑,五灵脂"
利水调经汤,"制茅术,姜川朴,带皮苓,冬瓜皮,车前草,急性子,大腹皮,丝通草,建泽泻,蝼蛄虫只,肉桂"
红膏药,"松香,樟脑,白芷,大贝,轻粉,银朱,蜈蚣,冰片"
红棉散,"枯矾面,棉胭脂张,冰片"
舟车丸,"大黄,甘遂,木香,牵牛头末,轻粉"
阳和解凝膏,"鲜大力子,上味,川附,桂枝,大黄,当归,肉桂,肉桂,草乌,川乌,地龙,僵蚕,赤芍,白芷,白蔹,白及,川芎,续断,防风,荆芥,五灵脂,木香,香橼,陈皮,再煎,药枯沥滓,隔宿油冷,见过每油,不粘指为度,即以湿粗纸罨火,乳香,没药,苏合油,麝香"
围药铁井栏,"牛粪灰,铁线草,草乌,五倍子,白及,白蔹,贝母心,陈小粉"
围药,无名异
西瓜霜,"西瓜霜,冰片"
杨皮汤,"白杨皮,莽草,羌活,独活,杜仲,防风,白蒺藜,夏枯草,荆芥,地椒,威灵仙,白矾"
导赤丸,"赤芍,茯苓"
托里护心丸,"白矾,黄蜡,雄黄,朱砂,琥珀"
托里消毒散,"人参,黄芪,陈皮,茯苓,金银花,连翘,白芷,甘草"
托里排脓汤,"当归,白芍,金银花,浙贝母,黄芪,陈皮,肉桂,桔梗,甘草,生姜"
红狮丹,"鹅不食草,细辛,硼砂,麝香,滑石,朱砂,通草,鸡内金,青黛,枯矾,冰片"
如意金黄散,"天花粉,黄柏,大黄,姜黄,白芷,厚朴,陈皮,甘草,苍术,胆南星"
如意酒,大如意草
八味丹,"蜈蚣,全蝎,雄黄,穿山甲,朱砂,乳香,冰片,文蛤"
红吹散,"朱砂,月石,玄明粉,乌贼骨,石膏,西瓜霜,冰片"
八宝眼药,"炉甘石,琥珀,麝香"
连翘败毒丸,"连翘,黄连,当归,甘草,柴胡,黄柏,金银花,防风,苦参,荆芥,黄芩,麻黄,地丁,白芷,薄荷,天花粉,赤芍,羌活,大黄"
芷贝散,"白芷,贝母"
花柳解毒丸,"金银花,白鲜皮,茯苓,薏苡仁,防风,木通,木瓜,皂角,当归,红花,大黄"
十三太保丹,"露蜂房,丁香,荜茇,细辛,百草霜"
十圣丸,大戟
苏厄汤,"桔梗,山豆根,牛蒡子,荆芥,玄参,升麻,防风,甘草,竹叶"
针砂丸,"猪苓,泽泻,白术,赤苓,苍术,砂仁,香附,厚朴,三棱,莪术,乌药,茵陈,草果,针砂,木香,青皮,陈皮"
连翘散,"连翘,前胡,赤芍,荠苨,桔梗,防风,茯苓,黄芪"
赤茯苓汤,"茯苓,紫苏"
连翘金贝煎,"金银花,贝母,蒲公英,夏枯草,红藤,连翘"
连翘败毒膏,"连翘,防风,白芷,黄连,苦参,薄荷,当归,荆芥,天花粉,甘草,黄芩,赤芍,柴胡,麻黄,羌活,黄柏,地丁,大黄,银花"
陀僧膏,"南陀僧,大黄"
十宝丹,"珍珠,冰片,麝香,朱砂,琥珀,乳香,没药,雄黄,煅钟乳石"
十宝膏,"生姜,蒜头,槐枝,葱白,花椒,柳枝,桑枝,桃枝"
十珍散,"巴豆,玄参,干漆,青皮"
十香膏,"沉香,丁香,白檀,甘松,郁金"
十奇内补排脓散,"黄芪,当归,人参,川芎,白芷,桔梗,防风,厚朴,甘草,肉桂,金银花,木香,天花粉"
沉香导气丸,"牵牛,白牵牛"
吹喉珠黄猴枣散,"瓜制枪消,真猴枣,关犀黄,真熊胆,大梅片,真珍珠"
吹喉十宝丹,"大贝,人中白,琥珀,青鱼胆,珍珠,梅片,人指甲,马勃,硼砂"
吹喉八宝通关散,"瓜制枪消,雄精,玄明粉,硼砂,僵蚕,真珍珠,真熊胆,大梅片"
万应宝珍膏,"熟地,茅术,枳壳,五加皮,莪术,桃仁,山柰,当归,川乌,陈皮,乌药,三棱,川军,何首乌,草乌,柴胡,防风,刘寄奴,牙皂,川芎,肉桂,羌活,威灵仙,赤芍,胆南星,香附,荆芥,白芷,海风藤,藁本,续断,高良姜,独活,麻黄,甘松,连翘"
万应喉癥散,"西瓜霜,朱砂,犀角,明腰黄,人中白,珍珠粉,冰片,麝香"
芙蓉膏,"芙蓉叶,大黄,泽兰,黄柏,黄芩,黄连,冰片"
灵应膏,"蓖麻子,苏枋木,定粉,葱白茎,麻油"
沉香槟榔汤,沉香
灵飞散,"炉甘石,灵药,朱砂,琥珀,珠末,熊胆"
万灵黑虎丹,"益母草,轻粉,血竭,青黛,乳香"
驳骨散,"桃仁,栀子,侧柏,生地,红花,当归,大黄,麝香,黄连,黄柏,黄芩,骨碎补,薄荷,防风,牡丹皮,忍冬藤,透骨草,甘草,三七,蒲公英,金钗石斛,鸡骨香,赤芍,自然铜,土鳖虫"
乳香定痛膏,"胆南星,夏,僵蚕,柏霜叶,没药,乳香"
乳香散,"黄米粉,赤皮葱,蜗牛,乳香,没药,轻粉,粉霜"
国老膏,甘草
定痛散,"当归,川芎,白芍,肉桂,山柰,麝香,红花,丁香,根,升麻,防风"
抵圣太白膏,"白胶香,定粉,白蔹,白芷"
三色膏,"蚌粉,黄丹,草乌"
拔疔散,"白蜡,铜绿,百草霜,松香,麻油"
板蓝根干糖浆,"板蓝根,淀粉,糖粉,菠萝香精油"
三色敷药,"黄荆子,当归,五加皮,木瓜,丹参,羌活,赤芍,白芷,姜黄,甘草,秦艽,天花粉,牛膝,川芎,连翘,威灵仙,木防己,防风,马子"
炎消汤,阳白孢
疝气内消丸,"川楝子,荔枝核,橘核,茴香,川附片"
疝气灵丹,"荔核,橘核,茴香,沉香,木香,肉桂,乌药,故纸,白术"
肾炎汤Ⅱ号,"巴戟天,仙灵脾,补骨脂,制附片,黄芪,党参,茯苓,薏苡仁,猪苓,石韦,白茅根,旱莲草"
虎挣散,"马子,穿山甲,附子"
败酱草膏,鲜败酱草
郁李仁粥,郁李仁
三瓶糁,"朱砂,川连,生龙骨,冰片"
金丹,"枪消,蒲黄,僵蚕,牙皂,冰片"
金刚活络丹,"金刚莲,五加皮,马子霜,三七,红花,川橘红,接骨木"
金刚接骨丹,"金刚莲,五加皮,马子霜,三七,见血清"
金花明目丸,"川黄连,菊花"
金花散,"叶子雌黄,黄连,槟榔,郁金,大黄,麝香"
金蚣丸,"蜈蚣,朱砂,明雄,川军"
金锁匙,"川乌,薄荷"
金蟾散,干蟾皮不拘多少
降痈散,"薄荷,菊花,土贝母握,茅根握"
青苋膏,"马齿苋,青黛"
青黛散,"飞青黛,冰片,生西月石,人中黄,人中白,儿茶,西瓜霜,薄荷"
保肝利胆汤,"蓟茅根,鸡内金,女贞子,旱莲草,柏子仁,生地,冬瓜皮,陈葫芦,车前草"
三黄散,"黄连,黄芩,大黄,寒水石,黄丹,白矾,白芷,木香"
咽喉口齿药,"人中白,硼砂,儿茶,豆根,胡连,黄连,鸡内金,黄柏,玄明粉"
咽喉丹,"生地,茵陈,黄芩,石膏,石斛,麦冬,枳壳,犀角,马勃,人中黄,枇杷叶"
咽喉通闭散,"青盐,白矾,硼砂,玄明粉"
复方五加皮汤,"五加皮,党参,太子参,茯苓,泽泻,车前草,猪苓"
上清丸,"川芎,连翘,白芷,防风,大黄,菊花,薄荷,桔梗,黄柏,黄芩,栀子,荆芥"
一金丹,"乳香,麝香"
一珠,"穿山甲,真珠,大劈砂,雄黄,麝香,冰片"
威灵仙散,"威灵仙,防风"
春雪膏,"白胶香,蓖麻子"
枳壳,"散,枳壳,五加皮,槟榔,独活,黄芩,羚羊角屑,大黄,赤芍,紫苏,茯苓,甘草"
枳实散,"枳实,桂心,茯苓,白术"
下疳散,"陈,儿茶,轻粉,冰片"
洗痔汤,"枳壳,天名精"
洗眼紫金膏,"炉甘石,章丹,朱砂,海螵蛸,冰片,麝香"
洪宝丹,"天花粉,白芷,赤芍,郁金"
千金坠降丹,"水银,铅,皂矾,消,青盐,硼砂,白砒,雄黄"
牵牛子粥,牵牛子
独角莲膏,"独角莲,皂角,白芷,防己,银花,连翘,胆南星,刺猬皮,穿山甲,当归,海桐皮,苏木,海带,大麻仁,剌膊?干蟾,乳香,没药,血余"
独胜散,芥菜花味
珍珠散,白石脂
甚应膏,"广胶,葱,姜"
千捶膏,"麝香,冰片,乳香,没药,樟脑,银朱,白蜡,松香,蓖麻子"
神仙活命饮,"穿山甲,甘草,防风,没药,赤芍,白芷,归梢,乳香,贝母,天花粉,角刺,金银花,陈皮"
神异透骨膏,"露蜂房,白胶香,蛇蜕,虢丹,连须葱茎,乳香,没药"
神效光明眼药,"麝香,冰片,制甘石,地粟粉"
神效解毒散,"金银花,甘草,黄芪,皂角,当归,乳香,没药"
神效瘰疬方,"白胶香,海螵蛸,降香"
神秘万金膏,"草乌,川芎,大黄,当归,赤芍,白芷,连翘,白及,白敛,乌药,肉桂,木鳖子,杨,柳,桃,桑,枣"
胃苓丸,"苍术,肉桂"
胡连追毒丸,胡黄连
茯苓粥,"茯苓,粳米合"
贴喉异功散,"斑蝥,血竭,乳香,全蝎,麝香,冰片"
贴熁败龟膏,"败龟,桂心,没药,川芎,大黄"
赴晏散,"黄连,黄柏,黄芩,栀子,细辛,干姜"
轻脚丸,"地肤子,白术,茯苓,猪苓,泽泻,赤芍,紫苏,胡芦巴,槟榔,枳实"
追龙丸,斑蝥
追疔夺命汤,"羌活,独活,青皮,防风,黄连,天花粉,赤芍,细辛,蝉蜕,僵蚕,桔梗,金银花,归梢,川芎,白芷,连翘,山栀,甘草"
除湿膏,"香油,白蜡,生地,黄柏,川椒,防风,甘草,大黄,当归,生马子,以上味药料,用香油炸枯去滓滤净,待温浓时再兑,冰片,铜绿面,轻粉面,红粉面,青黛面,煅蛤粉"
家传神异散,"乳香,没药,冰片,熊胆,朴消,霜青鱼胆,黄连,黄柏,赤石脂,儿茶,轻粉,白占"
大败毒膏,"大黄,蒲公英,橘皮,木鳖子,银花,黄柏,乳香,白芷,天花粉,赤芍,当归,甘草,蛇蜕,干蟾,蜈蚣,全蝎"
消水膏,"羊桃根,绿豆粉"
消乳汤,"知母,连翘,金银花,穿山甲,丹参,乳香,没药"
消肿化毒丹,"藤黄,胆南星,麝香,赤小豆,川五倍"
消肿止疼药膏,"姜黄,羌活,干姜,栀子,乳香,没药"
消肿止痛药水,"草乌,胆南星,夏,雪上一枝蒿,白花蔓阳萝子,面针子,重楼,细辛,冰片"
消毒救苦散,"大黄,黄芩,黄连,黄柏,芙蓉叶,大蓟根,白及,白敛,胆南星,夏,红花,檀花,当归,赤小豆,白芷,朴消,雄黄"
消清澈,"马牙消,蒲黄,僵蚕,制牙皂,梅片"
消瘀膏,"大黄,栀子,木瓜,蒲公英,姜黄,黄柏,蜂蜜"
消蛾散,"薄荷,青黛,僵蚕,白矾,皮消,黄连"
离宫锭子,"血竭,朱砂,胆矾,京墨,蟾酥,麝香"
秘传妙济饮,一枝箭
秘授仙方方应膏药,"羌活,巴豆,木鳖子,川乌,皂角,穿山甲,白芷,蝉退,杜当,赤芍,金线重楼,五倍子,独脚莲,雷藤,连翘,血余,白及,降香,白蔹,紫荆皮,藁本,黄连,石羊角,广藤,川芎,僵蚕,蓖麻子,防风,蜈蚣,草乌,当归,蛇退,三白草,八角风,苦参,孩思母,何首乌,大风藤,小风藤,海风藤,寻风藤,七叶黄荆,松节,金银花,车前草,槐角,丹参,斑蝥,木香,玄参,牛膝,地榆,威灵仙,熟地,薄荷,苍术,五灵脂,天花粉,胆南星,细辛,虾蟆只,桔梗,山栀,荆芥,黑丑,花蛇,大风子,乌药,小茴,节骨草,两头尖,黄柏,乌梢蛇,槐嫩枝,桃嫩枝,柳嫩枝,榆嫩枝,椿嫩枝"
秦王背指散,宣连槟榔
胭脂膏,"紫草,香油,黄蜡,乳香"
莱菔膏,鲜萝卜缨
蚕茧眼药,"黄连,菊花,花椒,防风,青盐,李仁,当归,杏仁,铜绿,蕤仁,白矾,芒硝"
诸疮解毒丹,"双花,元芩,地丁,甘草,桔梗,川连,山栀,乳香,黄柏,连翘,京母,白芷,青皮,当归,赤芍,天花粉,没药,生耆,皂刺,重楼,苍耳,薄荷,穿山甲,蒲公英"
逐水散,"生章陆,赤豆,鲫鱼"
逐毒丸,"连翘,赤芍,栀子,黄芩,银花,白芷,防风,当归,天花粉,薄荷,大黄,甘草,乳香,玄明粉,麝香"
郴州蛇药片,"丛枝蓼,白花败酱草,辅料适量"
酒渣粉,"京红粉,轻粉,玄明粉"
铁桶膏,"铜绿,明矾,胆矾,五倍子,白及,轻粉,郁金,麝香"
铁箍散,"川乌,草乌,生夏,白及,赤小豆,芙蓉叶,五倍子"
接骨丹,皂角
接骨药膏,"马子,枳壳,粉,草乌"
接骨消肿止痛方,"苏木,好麻"
梁会大津丹,"黄连,黄柏,黄芩,甘草,雄黄,栀子,大黄"
梅花点舌丹,"朱砂,雄黄,白硼,血竭,乳香,苦葶苈,冰片,沉香,麝香,珍珠,熊胆"
清火驱毒丸,"大黄,芒硝,连翘,银花,木通,地丁,防风,荆芥,白芷,蒲公英,黄芩,黄连,全蝎,干蟾"
大黄敷方,"大黄,莽草"
清热解毒消肿汤,"连翘,蒲公英,金银花,菊花,黄芩,瓜蒌,生地,甘草"
清咽利膈丸,"连翘,黄芩,栀子,薄荷,防风,玄参,天花粉,射干,荆芥,牛蒡子,桔梗,熟军,甘草"
清咽消肿饮,"甘草,玄参,前胡,薄荷,大力子,山栀,黄连,石膏,连翘,防风,荆芥,桔梗"
清胃黄连丸,"黄连,生地,桔梗,玄参,甘草,连翘,天花粉,赤芍,黄芩"
清凉救苦散,"芙蓉叶,桑叶,白芷,白及,白蔹,生军,川连,川柏,腰黄,乳香,没药,杜赤豆,草河车,制月石"
清凉膏,大黄
清热化湿洗药,"槐条,艾叶,白矾,马齿觅,银花,甘草"
清热止痒汤,"泽泻,木通,茯苓,金银花,连翘,牛蒡子,白芍,知母,防风,苍术,荆芥,蝉蜕,甘草"
清热养阴丹,"生地,麦冬,玄参,石膏,山豆根,甘草"
清营退肿膏,"大黄,芙蓉叶,黄芩,黄柏,天花粉,滑石,东丹"
清嗌黄连解毒汤,"黄连,栀子,澎大海,黄芩,山豆根,木通,射干,黄柏,甘草"
猪蹄汤,"白芷,甘草,独活,露蜂房,黄芩,赤芍,当归"
痔漏无双丸,"白矾,黄腊,朱砂"
绿云膏,"蓖麻子,猪胆"
脚气散,"牛膝,硇砂,细辛,丹参,白术,郁李仁"
脚气膏,"广胶,葱白,生葱,陈酒糟,花椒,艾叶"
菊花酒,菊花
虚痰丸,"穿山甲,炙全虫末,蜈蚣,斑蝥末"
隆吉散,"硼砂,麝香,乳香,雄黄,熊胆,血竭,没药,儿茶,山豆根,鸭嘴壳,山慈姑,冰片,黄柏,花蜘蛛"
小儿化毒散,"珍珠,雄黄,大黄,黄连,甘草,天花粉,川贝母,赤芍,乳香,冰片"
麻仁大黄丸,大麻子仁
提毒丹,"乳香,血竭,麝香,生斑蝥"
提毒异功散,"血竭,斑蝥,大梅片,乳香,玄参"
麻凉膏,"川乌,草乌,胆南星,野芋头,芙蓉叶"
黄丹五倍子水,"黄丹,枯矾,明矾,五倍子,百部,雄黄,白芷,白鲜皮,硫黄,朱砂,轻粉,蛇床子,附子,白凤仙花,陈米醋"
黄玉膏,"大黄,黄柏,黄芩,当归,栀子"
黄耆丸,"黄芪,麦蘖,大戟"
黄耆膏,"黄芪,防风,黄蜡,清油"
黄连上清膏,"黄连,黄芩,大黄,赤芍,栀子,川芎,当归,连翘,菊花,天花粉,甘草,黄柏,玄参,桔梗,芥穗,薄荷,银花,石膏"
黄连散,"黄连,大黄,青盐,血竭,赤小豆合"
黄连解毒丸,"黄连,升麻,黄芩,黄柏,栀子,银花,防风,牛蒡子,当归,大黄,赤芍,甘草"
犀角散,"犀角,琥珀,木香,酸石榴皮,诃黎勒皮,龙齿,黄连,麝香"
疏风利水汤,"紫浮萍,紫苏,桑皮,益母草,车前草,白茅根,金银花,连翘,甘草"
琼花散,闹羊花
琥珀救喉散,"琥珀,熊胆,梅片,珍珠,儿茶"
小败毒膏,"大黄,赤芍,黄柏,蒲公英,陈皮,白芷,天花粉,乳香,当归,银花,木鳖子,甘草"
紫参保肝冲剂,"紫参,丹参,鸡血藤,当归,香附,郁金,红花,鳖甲"
紫色消肿粉,"紫草,赤芍,当归,贯众,升麻,白芷,荆芥,紫荆皮,红花,儿茶,红曲,羌活,防风"
紫色消肿膏,"紫草,升麻,贯众,赤芍,紫荆皮,当归,防风,白芷,红花,羌活,芥穗,荆芥,儿茶,神曲"
紫葛散,"紫葛,木香,赤小豆,黄连"
紫金锭,五倍子
小调经散,"当归,白术,甘草,牡丹皮,赤苓,防风,香附,陈皮,赤芍,人参,川芎,黄芪,生地,没药"
疏风除湿汤,"芥穗,防风,蝉衣,生薏米,生枳壳,白术,生黄柏,车前草,车前草,菊花"
紫桐散,梧桐叶紫花地丁
喉症散,"朱砂,雄黄,金果榄,人指甲,黄连,冰片,西瓜霜,硼砂,熊胆,玄明粉"
寒托里散,"黄栝楼,乳香,苏木,没药,甘草"
散毒膏,"木鳖子,威灵仙,当归,川芎,赤芍,防风,荆芥,羌活,独活,熟地,白芷,黄芩,黄连,黄柏,姜黄,蛇蜕条,金银花,皂角,穿山甲"
散肿围药,大黄
跌打膏药,"乳香,没药,血竭,冰片,樟脑,三七,东丹,茶油清"
疏凿饮子,"人参,木通,夏,附子,橘红,厚朴,木香,甘草"
棒疮疔甲膏,"乳香,没药,儿茶,雄黄,轻粉,官粉,黄蜡"
普连软膏,"黄柏面,黄芩,凡士林"
普济五蹄膏,"巴豆,胡黄连,川黄连,黑丑,白丑,沙参,玄参,柴胡,连翘,香附,三棱,莪术,木香,地骨皮,天花粉,白芥子,神曲,山楂,麦芽,麻油"
棱莪散,"三棱,莪术,赤芍,黄柏,大茴,玄胡,槟榔,紫苏,陈皮,青皮,羌活,腹皮,荆芥,桔梗,夏,黄连,芒硝,大黄,防风,柴胡,千里马只,姜片,葱根"
椒鳖丸,"胡椒,木耳灰,当归,土鳖虫,乳香,没药,杏仁,桃仁,发灰,血竭,自然铜"
蜗牛膏,蜗牛
蜈硝散,"蜈蚣,全蝎,火硝,甘草"
槐角丸,"槐角,地榆,当归,防风"
愈痔丸,"石莲子,大黄,象牙槐角,黄连,黄芩,赤芍,川芎,黄柏,当归,牛膝,蛇蜕,全蝎,京墨"
解毒排脓汤,"银花,连翘,天花粉,白芷,薏苡仁,赤芍,甘草"
解毒清凉散,"芙蓉叶,大青叶,青黛,人中黄"
解毒消炎膏,"黄芩,连翘,胆南星,白芷,冬青油,薄荷,冰片,汽油,橡胶,羊毛脂,氧化锌,凡士林,松香"
解毒消炎丸,"丁香,雄黄,蟾酥,朱砂"
解毒散结汤,"银花,黄芩,连翘,蒲公英,天花粉,赤芍,薄荷"
蓖麻子膏,蓖麻子
